,FARM_NO,FARM_PIG_NO,BUNMAN_SANCHA,GYOBAE_DT,BUNMAN_DT,CHONGSAN,SILSAN,EUDUSU,EUKG,CHOGYOBAE,JAE
2203,624,148-070,4,20200316,20200710,18,15,8,0.0,,4.0
2204,624,150-023,2,20190509,20190901,19,14,11,77.0,,
2205,624,150-023,3,20191002,20200127,15,13,12,0.0,,6.0
2206,624,150-023,4,20200225,20200619,3,3,0,0.0,,15.0
2207,624,150-062,2,20190530,20190922,16,16,9,0.0,,
2208,624,150-062,3,20191022,20200215,16,15,12,0.0,,5.0
2209,624,150-062,4,20200316,20200710,10,10,11,0.0,,4.0
2210,624,150-062,5,20200810,20201204,19,15,7,0.0,,4.0
2211,624,150-062,6,20210105,20210430,15,15,12,0.0,,5.0
2212,624,150-062,7,20210531,20210922,12,11,10,0.0,,4.0
2213,624,150-062,8,20211025,20220216,18,16,11,0.0,,4.0
2214,624,150-084,2,20190505,20190828,11,11,12,84.0,,
2215,624,150-084,3,20190930,20200123,15,15,12,0.0,,4.0
2216,624,150-084,4,20200225,20200619,18,18,12,0.0,,15.0
2217,624,150-084,5,20200720,20201112,14,13,12,0.0,,7.0
2218,624,150-084,6,20201215,20210408,17,17,10,0.0,,5.0
2219,624,150-084,7,20210612,20211004,13,9,11,0.0,,
2220,624,150-084,8,20211115,20220310,15,12,10,0.0,,4.0
2221,624,151-041,2,20190530,20190922,11,9,10,0.0,,
2222,624,151-041,3,20191023,20200215,15,14,13,0.0,,6.0
2223,624,151-041,4,20200318,20200708,17,17,11,0.0,,6.0
2224,624,151-041,5,20200811,20201202,22,21,11,0.0,,5.0
2225,624,151-041,6,20210105,20210430,22,20,10,0.0,,5.0
2226,624,151-041,7,20210601,20210920,15,14,11,0.0,,5.0
2227,624,152-035,2,20190622,20191015,12,11,11,0.0,,
2228,624,152-035,3,20191112,20200306,10,10,11,0.0,,5.0
2229,624,152-035,4,20200408,20200801,18,13,10,0.0,,6.0
2230,624,152-035,5,20201031,20210220,19,15,12,0.0,,
2231,624,152-035,6,20210329,20210721,13,13,8,0.0,,4.0
2232,624,152-035,7,20210824,20211216,4,4,10,0.0,,5.0
2233,624,152-035,8,20220117,20220512,15,13,9,0.0,,4.0
2234,624,143-050,2,20190528,20190920,7,6,10,0.0,,
2235,624,143-050,3,20191022,20200214,16,16,12,0.0,,5.0
2236,624,143-050,4,20200317,20200708,14,13,10,0.0,,5.0
2237,624,143-050,5,20200810,20201204,4,4,10,0.0,,4.0
2238,624,143-050,6,20210201,20210525,12,12,12,0.0,,
2239,624,020-002,2,20190506,20190828,15,15,11,0.0,,
2240,624,020-002,3,20191023,20200216,19,18,12,0.0,,27.0
2241,624,020-002,4,20200317,20200711,19,15,12,0.0,,5.0
2242,624,020-002,5,20200921,20210116,18,14,11,0.0,,46.0
2243,624,020-002,6,20210215,20210609,4,3,11,0.0,,4.0
2244,624,020-002,7,20210823,20211215,15,13,11,0.0,,
2245,624,020-002,8,20220117,20220512,2,1,8,0.0,,4.0
2246,624,056-040,1,20191004,20200127,15,15,11,0.0,253.0,
2247,624,056-040,2,20200224,20200618,16,12,12,0.0,,4.0
2248,624,056-040,3,20200720,20201113,21,18,11,0.0,,7.0
2249,624,056-040,4,20201214,20210409,12,12,12,0.0,,4.0
2250,624,057-033,1,20190910,20200103,10,8,8,0.0,228.0,
2251,624,057-033,2,20200201,20200528,13,13,11,0.0,,2.0
2252,624,057-033,3,20200629,20201022,17,16,12,0.0,,4.0
2253,624,057-033,4,20201123,20210318,4,4,10,0.0,,4.0
2254,624,057-033,5,20210419,20210812,16,15,11,0.0,,4.0
2255,624,057-058,1,20191005,20200128,11,11,11,0.0,253.0,
2256,624,057-058,2,20200401,20200726,12,7,9,0.0,,
2257,624,057-058,3,20200829,20201222,15,11,12,0.0,,2.0
2258,624,057-058,4,20210124,20210519,17,14,12,0.0,,3.0
2259,624,057-058,5,20210919,20220111,19,8,7,0.0,,
2260,624,057-063,1,20190913,20200105,15,12,8,0.0,231.0,
2261,624,057-063,2,20200203,20200530,16,12,11,0.0,,4.0
2262,624,057-063,3,20200629,20201023,12,12,11,0.0,,4.0
2263,624,057-063,4,20201123,20210318,4,4,9,0.0,,4.0
2264,624,057-063,5,20210419,20210811,16,13,6,0.0,,4.0
2265,624,057-063,6,20210913,20220105,14,13,10,0.0,,4.0
2266,624,061-024,1,20200904,20201228,11,10,7,0.0,293.0,
2267,624,061-024,2,20210125,20210521,11,11,11,0.0,,4.0
2268,624,061-024,3,20210621,20211013,19,16,8,0.0,,4.0
2269,624,061-024,4,20211115,20220310,8,6,10,0.0,,4.0
2270,624,061-050,1,20200901,20201225,15,14,11,0.0,290.0,
2271,624,061-050,2,20210125,20210520,15,15,11,0.0,,4.0
2272,624,061-050,3,20210620,20211012,10,10,12,0.0,,3.0
2273,624,061-050,4,20211115,20220309,15,13,10,0.0,,4.0
2274,624,062-018,1,20200803,20201126,12,7,9,0.0,258.0,
2275,624,062-018,2,20210209,20210603,4,4,11,0.0,,50.0
2276,624,062-018,3,20210712,20211103,19,15,12,0.0,,4.0
2277,624,062-018,4,20211207,20220401,13,12,13,0.0,,5.0
2278,624,062-023,1,20200925,20210118,16,15,8,0.0,311.0,
2279,624,062-023,2,20210216,20210610,17,17,10,0.0,,5.0
2280,624,062-023,3,20210712,20211104,10,10,10,0.0,,4.0
2281,624,062-023,4,20211206,20220331,21,18,14,0.0,,4.0
2282,624,062-067,1,20200824,20201217,16,15,10,0.0,276.0,
2283,624,062-067,2,20210126,20210520,19,15,11,0.0,,9.0
2284,624,062-067,3,20210621,20211013,19,17,10,0.0,,4.0
2285,624,062-067,4,20211115,20220310,17,17,10,0.0,,4.0
2286,624,062-071,1,20200809,20201130,9,8,8,0.0,261.0,
2287,624,062-071,2,20210105,20210429,16,11,11,0.0,,5.0
2288,624,062-071,3,20210531,20210922,18,18,12,0.0,,4.0
2289,624,062-071,4,20211025,20220216,17,17,11,0.0,,4.0
2290,624,063-015,1,20200911,20210103,12,10,8,0.0,293.0,
2291,624,063-015,2,20210221,20210615,18,15,12,0.0,,10.0
2292,624,063-015,3,20210712,20211104,17,15,12,0.0,,4.0
2293,624,063-015,4,20211206,20220331,22,17,13,0.0,,4.0
2294,624,063-041,1,20200825,20201218,5,5,9,0.0,277.0,
2295,624,063-041,2,20210127,20210520,12,11,13,0.0,,10.0
2296,624,063-041,3,20210621,20211013,10,10,10,0.0,,4.0
2297,624,063-041,4,20211115,20220307,17,15,10,0.0,,4.0
2298,624,063-064,1,20200901,20201225,18,16,12,0.0,283.0,
2299,624,063-064,2,20210219,20210613,8,7,11,0.0,,
2300,624,063-064,3,20210712,20211104,14,14,12,0.0,,4.0
2301,624,063-064,4,20211206,20220401,16,13,12,0.0,,4.0
2302,624,064-047,1,20200924,20210118,17,15,12,0.0,301.0,
2303,624,064-047,2,20210215,20210602,19,19,3,0.0,,4.0
2304,624,064-047,3,20210712,20211103,21,19,13,0.0,,4.0
2305,624,064-047,4,20211229,20220422,20,18,13,0.0,,27.0
2306,624,064-054,1,20200904,20201228,17,17,11,0.0,280.0,
2307,624,064-054,2,20210125,20210520,13,12,12,0.0,,4.0
2308,624,064-054,3,20210623,20211015,19,15,11,0.0,,6.0
2309,624,064-054,4,20211116,20220310,15,12,8,0.0,,5.0
2310,624,064-068,1,20200803,20201127,16,15,10,0.0,248.0,
2311,624,064-068,2,20210304,20210624,17,12,13,0.0,,
2312,624,064-068,3,20210810,20211202,17,13,9,0.0,,12.0
2313,624,064-068,4,20220118,20220513,21,14,11,0.0,,26.0
2314,624,026-077,1,20210205,20210530,14,14,12,0.0,265.0,
2315,624,026-077,2,20210712,20211104,8,8,12,0.0,,4.0
2316,624,026-077,3,20211206,20220331,18,17,13,0.0,,4.0
2317,624,028-008,1,20210530,20210923,9,9,14,0.0,,
2318,624,028-008,2,20211026,20220217,18,18,13,0.0,,5.0
2319,624,028-030,1,20210208,20210602,14,14,10,0.0,264.0,
2320,624,028-030,2,20210713,20211104,5,4,10,0.0,,15.0
2321,624,028-030,3,20211207,20220401,13,13,12,0.0,,5.0
2322,624,028-053,1,20210326,20210731,17,16,11,0.0,,
2323,624,028-053,2,20210914,20220106,22,18,13,0.0,,19.0
2324,624,030-017,1,20210206,20210531,14,13,9,0.0,258.0,
2325,624,030-017,2,20210713,20211104,16,14,12,0.0,,15.0
2326,624,030-017,3,20211207,20220401,18,16,12,0.0,,5.0
2327,624,027-064,1,20210601,20210923,13,11,14,0.0,,
2328,624,027-064,2,20211026,20220217,13,8,12,0.0,,5.0
2329,624,028-027,1,20210511,20210901,17,13,7,0.0,,
2330,624,028-027,2,20211004,20220127,14,13,10,0.0,,4.0
2331,624,028-057,1,20210323,20210715,16,15,12,0.0,305.0,
2332,624,028-057,2,20211005,20220127,15,14,9,0.0,,
2333,624,030-028,1,20210312,20210704,8,8,11,0.0,,
2334,624,030-028,2,20210802,20211124,18,18,10,0.0,,4.0
2335,624,030-028,3,20220118,20220512,10,8,12,0.0,,
2336,624,038-017,1,20210306,20210629,9,9,10,0.0,261.0,
2337,624,038-017,2,20210802,20211124,5,5,11,0.0,,4.0
2338,624,038-017,3,20211227,20220421,12,12,13,0.0,,4.0
2339,624,040-068,1,20210302,20210625,11,4,8,0.0,252.0,
2340,624,040-068,2,20210822,20211216,6,6,10,0.0,,
2341,624,040-068,3,20220118,20220513,17,15,11,0.0,,5.0
2342,624,041-032,1,20210322,20210714,16,16,10,0.0,,
2343,624,041-032,2,20210823,20211215,15,15,11,0.0,,4.0
2344,624,041-032,3,20220117,20220512,17,16,9,0.0,,4.0
2345,624,042-016,1,20210309,20210702,12,10,6,0.0,250.0,
2346,624,042-016,2,20210911,20220103,15,15,12,0.0,,
2347,624,042-051,1,20210306,20210628,14,11,9,0.0,249.0,
2348,624,042-051,2,20210803,20211125,10,10,10,0.0,,5.0
2349,624,042-051,3,20211227,20220421,13,12,12,0.0,,4.0
2350,624,S040-054,1,20210306,20210629,7,7,11,0.0,257.0,
2351,624,S040-054,2,20210802,20211124,7,7,10,0.0,,4.0
2352,624,S040-054,3,20211227,20220421,13,13,13,0.0,,4.0
2353,624,041-006,1,20210308,20210629,9,9,10,0.0,254.0,
2354,624,041-006,2,20210803,20211125,14,14,10,0.0,,5.0
2355,624,041-006,3,20211228,20220421,18,14,13,0.0,,5.0
2356,624,041-087,1,20210306,20210629,14,14,10,0.0,248.0,
2357,624,041-087,2,20210801,20211123,14,14,10,0.0,,6.0
2358,624,041-087,3,20211227,20220421,15,14,13,0.0,,4.0
2359,624,042-050,1,20210304,20210628,12,11,10,0.0,247.0,
2360,624,042-050,2,20210802,20211124,12,12,9,0.0,,4.0
2361,624,042-050,3,20211227,20220421,14,14,13,0.0,,4.0
2362,624,042-041,1,20210306,20210630,2,2,8,0.0,249.0,
2363,624,042-041,2,20210802,20211124,2,2,11,0.0,,4.0
2364,624,042-041,3,20211228,20220421,16,15,13,0.0,,5.0
2365,624,051-010,1,20210322,20210714,14,13,12,0.0,229.0,
2366,624,051-010,2,20210823,20211215,13,12,11,0.0,,4.0
2367,624,051-010,3,20220117,20220512,20,12,12,0.0,,4.0
2368,624,051-052,1,20210322,20210714,13,13,12,0.0,229.0,
2369,624,051-052,2,20210824,20211215,16,16,11,0.0,,5.0
2370,624,051-052,3,20220117,20220512,18,16,12,0.0,,4.0
2371,624,052-005,1,20210911,20220103,17,17,12,0.0,,
2372,624,053-051,1,20210510,20210901,2,2,8,0.0,273.0,
2373,624,053-051,2,20211005,20220127,12,12,12,0.0,,5.0
2374,624,054-008,1,20210510,20210901,7,7,8,0.0,271.0,
2375,624,054-008,2,20211005,20220127,15,15,12,0.0,,5.0
2376,624,051-040,1,20210511,20210901,9,9,12,0.0,,
2377,624,051-040,2,20211005,20220127,6,5,11,0.0,,5.0
2378,624,051-057,1,20210322,20210714,16,13,9,0.0,229.0,
2379,624,051-057,2,20210824,20211216,15,12,11,0.0,,5.0
2380,624,051-057,3,20220118,20220513,19,17,11,0.0,,5.0
2381,624,052-006,1,20210402,20210725,17,17,11,0.0,239.0,
2382,624,052-006,2,20210824,20211216,14,12,11,0.0,,5.0
2383,624,052-006,3,20220117,20220512,14,14,10,0.0,,4.0
2384,624,054-058,1,20210323,20210715,14,14,11,0.0,225.0,
2385,624,054-058,2,20210823,20211216,14,14,11,0.0,,4.0
2386,624,054-058,3,20220117,20220512,17,17,11,0.0,,4.0
2387,624,054-015,1,20210402,20210725,12,11,11,0.0,233.0,
2388,624,054-015,2,20210823,20211216,17,11,10,0.0,,4.0
2389,624,054-015,3,20220123,20220518,12,9,9,0.0,,10.0
2390,624,058-041,1,20210416,20210809,11,11,10,0.0,233.0,
2391,624,058-041,2,20210913,20220105,15,15,12,0.0,,4.0
2392,624,058-071,1,20210419,20210812,14,13,11,0.0,233.0,
2393,624,058-071,2,20211006,20220127,18,18,10,0.0,,27.0
2394,624,060-040,1,20210422,20210813,4,4,11,0.0,231.0,
2395,624,060-040,2,20210913,20220105,8,8,13,0.0,,4.0
2396,624,060-080,1,20210422,20210814,12,12,10,0.0,231.0,
2397,624,060-080,2,20210913,20220105,15,15,14,0.0,,4.0
2398,624,061-001,1,20210512,20210903,16,12,12,0.0,251.0,
2399,624,058-045,1,20210517,20210908,13,13,14,0.0,264.0,
2400,624,058-045,2,20211005,20220127,13,12,11,0.0,,5.0
2401,624,058-078,1,20210510,20210901,12,12,12,0.0,252.0,
2402,624,058-078,2,20211028,20220219,14,14,12,0.0,,28.0
2403,624,060-074,1,20210623,20211015,11,10,10,0.0,,
2404,624,060-074,2,20211230,20220423,19,16,14,0.0,,
2405,624,060-084,1,20210510,20210901,15,3,9,0.0,249.0,
2406,624,060-084,2,20211004,20220127,5,5,11,0.0,,4.0
2407,624,061-051,1,20210419,20210812,17,16,11,0.0,224.0,
2408,624,061-051,2,20210913,20220105,14,14,12,0.0,,4.0
2409,624,066-080,1,20210606,20210928,15,15,12,0.0,249.0,
2410,624,066-080,2,20211026,20220217,19,19,10,0.0,,5.0
2411,624,070-071,1,20210605,20210923,16,16,13,0.0,240.0,
2412,624,070-071,2,20211026,20220217,16,15,12,0.0,,5.0
2413,624,068-066,1,20210602,20210925,19,15,14,0.0,238.0,
2414,624,068-066,2,20211025,20220216,17,17,12,0.0,,4.0
2415,624,071-010,1,20210805,20211127,14,14,10,0.0,,
2416,624,071-010,2,20211227,20220421,15,14,12,0.0,,4.0
2417,624,071-056,1,20210606,20210928,16,16,12,0.0,235.0,
2418,624,071-056,2,20211025,20220216,15,15,11,0.0,,4.0
2419,624,067-026,1,20210703,20211023,8,8,8,0.0,275.0,
2420,624,067-026,2,20211206,20220331,6,6,13,0.0,,4.0
2421,624,071-018,1,20210705,20211029,8,8,8,0.0,270.0,
2422,624,071-018,2,20211207,20220401,18,15,12,0.0,,5.0
2423,624,070-081,1,20210717,20211109,11,11,12,0.0,,
2424,624,070-081,2,20211206,20220331,13,12,13,0.0,,4.0
2425,624,071-036,1,20210612,20211004,14,14,12,0.0,241.0,
2426,624,071-036,2,20211209,20220403,23,18,14,0.0,,
2427,624,072-018,1,20210605,20210927,16,15,12,0.0,233.0,
2428,624,072-018,2,20211025,20220216,14,13,10,0.0,,4.0
2429,624,001-022,1,20210826,20211216,15,13,9,0.0,,
2430,624,001-022,2,20220117,20220512,13,13,11,0.0,,4.0
2431,624,087-026,1,20210914,20220106,16,12,12,0.0,274.0,
2432,624,087-028,1,20210914,20220106,18,13,12,0.0,268.0,
2433,624,088-024,1,20210716,20211108,8,8,10,0.0,206.0,
2434,624,088-024,2,20211207,20220401,13,13,13,0.0,,5.0
2435,624,088-073,1,20210716,20211109,12,12,11,0.0,201.0,
2436,624,088-073,2,20211206,20220401,13,13,13,0.0,,4.0
2437,624,001-050,1,20210805,20211127,15,15,8,0.0,219.0,
2438,624,001-050,2,20211228,20220421,20,14,13,0.0,,5.0
2439,624,087-004,1,20210915,20220107,12,11,12,0.0,270.0,
2440,624,088-023,1,20210822,20211216,10,10,12,0.0,243.0,
2441,624,088-023,2,20220118,20220513,18,15,11,0.0,,5.0
2442,624,088-072,1,20210822,20211216,10,9,9,0.0,238.0,
2443,624,088-072,2,20220117,20220512,12,11,11,0.0,,4.0
2444,624,088-086,1,20210806,20211128,4,4,12,0.0,221.0,
2445,624,088-086,2,20211227,20220421,15,14,12,0.0,,4.0
2446,624,007-050,1,20211001,20220125,13,13,11,0.0,249.0,
2447,624,010-027,1,20211002,20220125,13,13,11,0.0,243.0,
2448,624,010-046,1,20211006,20220127,13,13,11,0.0,247.0,
2449,624,010-076,1,20211002,20220126,11,11,11,0.0,243.0,
2450,624,011-021,1,20211001,20220125,14,14,12,0.0,241.0,
2451,624,007-082,1,20211031,20220222,14,10,11,0.0,278.0,
2452,624,008-088,1,20210910,20220102,16,13,11,0.0,221.0,
2453,624,010-048,1,20211004,20220126,13,13,11,0.0,,
2454,624,011-015,1,20211005,20220127,14,13,10,0.0,245.0,
2455,624,011-025,1,20211026,20220217,14,13,12,0.0,,
2456,624,040-041,1,20211225,20220422,17,15,14,0.0,219.0,
2457,624,040-051,1,20220119,20220514,11,11,10,0.0,243.0,
2458,624,040-084,1,20220119,20220514,11,10,10,0.0,243.0,
2459,624,041-025,1,20220119,20220514,11,11,12,0.0,242.0,
2460,624,041-031,1,20211228,20220418,10,10,10,0.0,220.0,
2461,624,034-087,1,20211203,20220328,12,12,12,0.0,212.0,
2462,624,035-006,1,20211218,20220412,10,9,9,0.0,227.0,
2463,624,036-020,1,20211225,20220421,17,16,12,0.0,233.0,
