,farm_pig_no,gyobae_dt,one_now_kg,two_now_kg,three_now_kg,four_now_kg,five_now_kg,day_now_kg,B_now_kg,next_jae,next_chongsan,next_silsan,next_eudusu
15212,35-168,2019-03-18,10,10,4,10,6,40.0,1002.0,4.0,17,13,9
15220,35-168,2019-03-18,10,10,8,12,10,50.0,1002.0,4.0,17,13,9
15228,35-168,2019-03-18,16,12,6,16,10,60.0,1002.0,4.0,17,13,9
15236,35-168,2019-03-18,20,10,10,16,10,66.0,1002.0,4.0,17,13,9
15244,35-168,2019-03-18,20,12,10,16,10,68.0,1002.0,4.0,17,13,9
15252,35-168,2019-03-18,16,14,10,20,10,70.0,1002.0,4.0,17,13,9
15260,35-168,2019-03-18,18,2,10,20,10,60.0,1002.0,4.0,17,13,9
15268,35-168,2019-03-18,14,2,2,24,2,44.0,1002.0,4.0,17,13,9
15276,35-168,2019-03-18,12,2,10,18,10,52.0,1002.0,4.0,17,13,9
15284,35-168,2019-03-18,18,16,2,8,10,54.0,1002.0,4.0,17,13,9
15292,35-168,2019-03-18,18,20,2,24,10,74.0,1002.0,4.0,17,13,9
15300,35-168,2019-03-18,2,16,20,20,10,68.0,1002.0,4.0,17,13,9
15308,35-168,2019-03-18,22,2,20,24,2,70.0,1002.0,4.0,17,13,9
15316,35-168,2019-03-18,20,2,20,24,10,76.0,1002.0,4.0,17,13,9
15324,35-168,2019-03-18,10,14,20,14,10,68.0,1002.0,4.0,17,13,9
18343,35-168,2019-08-05,6,2,2,6,6,22.0,812.0,32.0,18,15,11
18372,35-168,2019-08-05,2,2,2,2,2,10.0,812.0,32.0,18,15,11
18401,35-168,2019-08-05,2,2,2,2,2,10.0,812.0,32.0,18,15,11
18430,35-168,2019-08-05,4,2,2,4,4,16.0,812.0,32.0,18,15,11
18459,35-168,2019-08-05,6,2,2,4,4,18.0,812.0,32.0,18,15,11
18488,35-168,2019-08-05,8,6,2,8,6,30.0,812.0,32.0,18,15,11
18517,35-168,2019-08-05,10,10,4,10,6,40.0,812.0,32.0,18,15,11
18546,35-168,2019-08-05,10,10,8,12,2,42.0,812.0,32.0,18,15,11
18575,35-168,2019-08-05,16,12,6,16,10,60.0,812.0,32.0,18,15,11
18604,35-168,2019-08-05,12,2,10,16,2,42.0,812.0,32.0,18,15,11
18633,35-168,2019-08-05,18,16,2,16,2,54.0,812.0,32.0,18,15,11
18662,35-168,2019-08-05,16,16,10,20,10,72.0,812.0,32.0,18,15,11
18691,35-168,2019-08-05,4,2,10,20,10,46.0,812.0,32.0,18,15,11
18720,35-168,2019-08-05,14,2,10,26,2,54.0,812.0,32.0,18,15,11
18749,35-168,2019-08-05,12,2,10,24,10,58.0,812.0,32.0,18,15,11
18778,35-168,2019-08-05,2,2,20,24,2,50.0,812.0,32.0,18,15,11
18807,35-168,2019-08-05,12,2,20,24,2,60.0,812.0,32.0,18,15,11
18836,35-168,2019-08-05,2,20,10,16,2,50.0,812.0,32.0,18,15,11
18865,35-168,2019-08-05,14,16,8,12,2,52.0,812.0,32.0,18,15,11
18893,35-168,2019-08-05,8,10,8,0,0,26.0,812.0,32.0,18,15,11
22743,35-168,2020-01-20,6,6,2,6,6,26.0,494.0,5.0,17,14,10
22770,35-168,2020-01-20,2,2,2,2,2,10.0,494.0,5.0,17,14,10
22797,35-168,2020-01-20,2,2,2,2,2,10.0,494.0,5.0,17,14,10
22824,35-168,2020-01-20,2,2,2,4,4,14.0,494.0,5.0,17,14,10
22851,35-168,2020-01-20,2,2,2,4,4,14.0,494.0,5.0,17,14,10
22878,35-168,2020-01-20,2,6,2,8,6,24.0,494.0,5.0,17,14,10
22905,35-168,2020-01-20,10,10,4,8,2,34.0,494.0,5.0,17,14,10
22959,35-168,2020-01-20,2,6,2,6,2,18.0,494.0,5.0,17,14,10
22986,35-168,2020-01-20,6,4,10,12,2,34.0,494.0,5.0,17,14,10
23013,35-168,2020-01-20,2,4,8,6,2,22.0,494.0,5.0,17,14,10
23040,35-168,2020-01-20,10,2,8,6,2,28.0,494.0,5.0,17,14,10
23067,35-168,2020-01-20,2,12,14,6,2,36.0,494.0,5.0,17,14,10
23094,35-168,2020-01-20,6,8,6,10,4,34.0,494.0,5.0,17,14,10
23121,35-168,2020-01-20,4,8,12,14,2,40.0,494.0,5.0,17,14,10
23148,35-168,2020-01-20,0,0,2,10,10,22.0,494.0,5.0,17,14,10
23175,35-168,2020-01-20,2,8,10,14,2,36.0,494.0,5.0,17,14,10
23202,35-168,2020-01-20,2,10,6,10,8,36.0,494.0,5.0,17,14,10
23229,35-168,2020-01-20,2,6,12,12,10,42.0,494.0,5.0,17,14,10
23256,35-168,2020-01-20,4,10,0,0,0,14.0,494.0,5.0,17,14,10
26539,35-168,2020-06-09,6,6,6,2,2,22.0,672.0,5.0,13,3,0
26569,35-168,2020-06-09,2,2,2,2,2,10.0,672.0,5.0,13,3,0
26599,35-168,2020-06-09,2,2,2,2,2,10.0,672.0,5.0,13,3,0
26629,35-168,2020-06-09,4,2,2,4,4,16.0,672.0,5.0,13,3,0
26659,35-168,2020-06-09,6,2,2,4,4,18.0,672.0,5.0,13,3,0
26689,35-168,2020-06-09,8,6,2,8,6,30.0,672.0,5.0,13,3,0
26719,35-168,2020-06-09,10,10,4,10,6,40.0,672.0,5.0,13,3,0
26749,35-168,2020-06-09,10,10,8,12,10,50.0,672.0,5.0,13,3,0
26779,35-168,2020-06-09,14,12,6,16,6,54.0,672.0,5.0,13,3,0
26809,35-168,2020-06-09,12,10,10,8,8,48.0,672.0,5.0,13,3,0
26839,35-168,2020-06-09,18,14,4,6,2,44.0,672.0,5.0,13,3,0
26869,35-168,2020-06-09,16,10,10,16,2,54.0,672.0,5.0,13,3,0
26899,35-168,2020-06-09,6,16,10,20,2,54.0,672.0,5.0,13,3,0
26929,35-168,2020-06-09,10,20,10,16,8,64.0,672.0,5.0,13,3,0
26959,35-168,2020-06-09,10,14,10,2,2,38.0,672.0,5.0,13,3,0
26989,35-168,2020-06-09,8,12,2,16,2,40.0,672.0,5.0,13,3,0
27019,35-168,2020-06-09,20,20,2,8,2,52.0,672.0,5.0,13,3,0
27049,35-168,2020-06-09,6,2,2,2,2,14.0,672.0,5.0,13,3,0
27079,35-168,2020-06-09,6,8,0,0,0,14.0,672.0,5.0,13,3,0
27109,35-168,2020-06-09,0,0,0,0,0,0.0,672.0,5.0,13,3,0
27139,35-168,2020-06-09,0,0,0,0,0,0.0,672.0,5.0,13,3,0
512,35-181,2017-08-04,2,2,2,2,2,10.0,730.0,4.0,13,12,8
537,35-181,2017-08-04,2,2,2,2,2,10.0,730.0,4.0,13,12,8
562,35-181,2017-08-04,2,2,2,2,2,10.0,730.0,4.0,13,12,8
587,35-181,2017-08-04,2,2,2,2,2,10.0,730.0,4.0,13,12,8
612,35-181,2017-08-04,2,2,2,2,4,12.0,730.0,4.0,13,12,8
637,35-181,2017-08-04,8,2,2,8,2,22.0,730.0,4.0,13,12,8
662,35-181,2017-08-04,2,10,2,10,2,26.0,730.0,4.0,13,12,8
687,35-181,2017-08-04,2,10,8,12,2,34.0,730.0,4.0,13,12,8
712,35-181,2017-08-04,8,12,4,2,6,32.0,730.0,4.0,13,12,8
737,35-181,2017-08-04,2,2,10,2,2,18.0,730.0,4.0,13,12,8
762,35-181,2017-08-04,6,2,10,12,2,32.0,730.0,4.0,13,12,8
787,35-181,2017-08-04,10,8,10,14,2,44.0,730.0,4.0,13,12,8
812,35-181,2017-08-04,2,18,2,8,2,32.0,730.0,4.0,13,12,8
837,35-181,2017-08-04,2,18,4,2,2,28.0,730.0,4.0,13,12,8
862,35-181,2017-08-04,8,2,2,2,2,16.0,730.0,4.0,13,12,8
887,35-181,2017-08-04,2,18,2,16,2,40.0,730.0,4.0,13,12,8
912,35-181,2017-08-04,6,16,10,2,2,36.0,730.0,4.0,13,12,8
938,35-181,2017-08-04,6,8,14,2,2,32.0,730.0,4.0,13,12,8
964,35-181,2017-08-04,16,12,10,20,2,60.0,730.0,4.0,13,12,8
990,35-181,2017-08-04,6,14,8,2,2,32.0,730.0,4.0,13,12,8
1016,35-181,2017-08-04,2,12,16,20,2,52.0,730.0,4.0,13,12,8
1042,35-181,2017-08-04,8,20,18,4,4,54.0,730.0,4.0,13,12,8
1068,35-181,2017-08-04,8,14,18,2,2,44.0,730.0,4.0,13,12,8
1094,35-181,2017-08-04,2,16,2,24,0,44.0,730.0,4.0,13,12,8
1120,35-181,2017-08-04,0,0,0,0,0,0.0,730.0,4.0,13,12,8
1146,35-181,2017-08-04,0,0,0,0,0,0.0,730.0,4.0,13,12,8
4255,35-181,2017-12-25,4,2,2,2,2,12.0,642.0,4.0,15,14,10
4280,35-181,2017-12-25,2,2,2,4,4,14.0,642.0,4.0,15,14,10
4305,35-181,2017-12-25,8,2,2,8,2,22.0,642.0,4.0,15,14,10
4330,35-181,2017-12-25,12,8,4,8,8,40.0,642.0,4.0,15,14,10
4355,35-181,2017-12-25,14,8,2,8,2,34.0,642.0,4.0,15,14,10
4383,35-181,2017-12-25,10,6,4,10,6,36.0,642.0,4.0,15,14,10
4412,35-181,2017-12-25,2,10,8,2,2,24.0,642.0,4.0,15,14,10
4441,35-181,2017-12-25,2,12,6,16,2,38.0,642.0,4.0,15,14,10
4470,35-181,2017-12-25,6,2,10,16,2,36.0,642.0,4.0,15,14,10
4498,35-181,2017-12-25,2,6,10,16,2,36.0,642.0,4.0,15,14,10
4526,35-181,2017-12-25,2,16,2,20,2,42.0,642.0,4.0,15,14,10
4554,35-181,2017-12-25,4,18,8,20,4,54.0,642.0,4.0,15,14,10
4582,35-181,2017-12-25,8,2,2,24,2,38.0,642.0,4.0,15,14,10
4612,35-181,2017-12-25,8,20,2,8,2,40.0,642.0,4.0,15,14,10
4639,35-181,2017-12-25,12,2,10,16,2,42.0,642.0,4.0,15,14,10
4668,35-181,2017-12-25,12,2,0,0,0,14.0,642.0,4.0,15,14,10
4698,35-181,2017-12-25,0,0,0,0,0,0.0,642.0,4.0,15,14,10
4728,35-181,2017-12-25,0,0,0,0,0,0.0,642.0,4.0,15,14,10
4758,35-181,2017-12-25,0,0,20,20,2,42.0,642.0,4.0,15,14,10
4788,35-181,2017-12-25,8,6,12,14,2,42.0,642.0,4.0,15,14,10
4818,35-181,2017-12-25,2,14,12,8,0,36.0,642.0,4.0,15,14,10
14971,35-181,2019-02-18,0,0,6,6,6,18.0,1086.0,4.0,16,14,10
14979,35-181,2019-02-18,2,2,2,2,2,10.0,1086.0,4.0,16,14,10
14987,35-181,2019-02-18,0,0,0,2,2,4.0,1086.0,4.0,16,14,10
14995,35-181,2019-02-18,4,2,2,4,4,16.0,1086.0,4.0,16,14,10
15003,35-181,2019-02-18,6,4,2,4,4,20.0,1086.0,4.0,16,14,10
15011,35-181,2019-02-18,8,6,2,8,6,30.0,1086.0,4.0,16,14,10
15019,35-181,2019-02-18,10,10,4,10,6,40.0,1086.0,4.0,16,14,10
15027,35-181,2019-02-18,10,10,8,12,10,50.0,1086.0,4.0,16,14,10
15035,35-181,2019-02-18,10,12,6,16,10,54.0,1086.0,4.0,16,14,10
15043,35-181,2019-02-18,20,10,10,16,10,66.0,1086.0,4.0,16,14,10
15051,35-181,2019-02-18,20,16,10,16,10,72.0,1086.0,4.0,16,14,10
15059,35-181,2019-02-18,20,16,10,20,10,76.0,1086.0,4.0,16,14,10
15067,35-181,2019-02-18,0,0,10,20,10,40.0,1086.0,4.0,16,14,10
15075,35-181,2019-02-18,20,20,10,26,10,86.0,1086.0,4.0,16,14,10
15083,35-181,2019-02-18,22,20,10,24,10,86.0,1086.0,4.0,16,14,10
15091,35-181,2019-02-18,22,8,20,24,10,84.0,1086.0,4.0,16,14,10
15099,35-181,2019-02-18,26,16,20,24,10,96.0,1086.0,4.0,16,14,10
15107,35-181,2019-02-18,2,2,20,24,10,58.0,1086.0,4.0,16,14,10
15115,35-181,2019-02-18,26,20,20,24,10,100.0,1086.0,4.0,16,14,10
15123,35-181,2019-02-18,26,20,2,24,8,80.0,1086.0,4.0,16,14,10
22696,35-181,2020-01-20,6,6,2,6,6,26.0,720.0,4.0,16,10,10
22723,35-181,2020-01-20,2,2,2,2,2,10.0,720.0,4.0,16,10,10
22750,35-181,2020-01-20,2,2,2,2,2,10.0,720.0,4.0,16,10,10
22777,35-181,2020-01-20,4,2,2,4,4,16.0,720.0,4.0,16,10,10
22804,35-181,2020-01-20,6,4,2,4,4,20.0,720.0,4.0,16,10,10
22831,35-181,2020-01-20,8,6,2,8,6,30.0,720.0,4.0,16,10,10
22858,35-181,2020-01-20,10,8,4,10,6,38.0,720.0,4.0,16,10,10
22885,35-181,2020-01-20,10,10,8,10,8,46.0,720.0,4.0,16,10,10
22912,35-181,2020-01-20,8,2,2,16,2,30.0,720.0,4.0,16,10,10
22939,35-181,2020-01-20,2,10,10,16,2,40.0,720.0,4.0,16,10,10
22966,35-181,2020-01-20,2,14,6,12,2,36.0,720.0,4.0,16,10,10
22993,35-181,2020-01-20,2,16,2,18,2,40.0,720.0,4.0,16,10,10
23020,35-181,2020-01-20,2,10,10,6,10,38.0,720.0,4.0,16,10,10
23047,35-181,2020-01-20,2,12,2,8,4,28.0,720.0,4.0,16,10,10
23074,35-181,2020-01-20,22,2,10,4,2,40.0,720.0,4.0,16,10,10
23101,35-181,2020-01-20,4,2,20,18,2,46.0,720.0,4.0,16,10,10
23128,35-181,2020-01-20,2,20,20,24,2,68.0,720.0,4.0,16,10,10
23155,35-181,2020-01-20,0,0,6,22,2,30.0,720.0,4.0,16,10,10
23182,35-181,2020-01-20,6,2,8,2,10,28.0,720.0,4.0,16,10,10
23209,35-181,2020-01-20,2,20,20,24,2,68.0,720.0,4.0,16,10,10
23236,35-181,2020-01-20,2,10,20,0,0,32.0,720.0,4.0,16,10,10
23263,35-181,2020-01-20,0,0,0,0,0,0.0,720.0,4.0,16,10,10
26483,35-181,2020-06-08,6,6,6,6,6,30.0,1082.0,4.0,15,8,7
26513,35-181,2020-06-08,2,2,2,2,2,10.0,1082.0,4.0,15,8,7
26543,35-181,2020-06-08,2,2,2,2,2,10.0,1082.0,4.0,15,8,7
26573,35-181,2020-06-08,4,2,2,4,4,16.0,1082.0,4.0,15,8,7
26603,35-181,2020-06-08,6,4,2,4,4,20.0,1082.0,4.0,15,8,7
26633,35-181,2020-06-08,8,6,2,8,6,30.0,1082.0,4.0,15,8,7
26663,35-181,2020-06-08,10,10,4,10,6,40.0,1082.0,4.0,15,8,7
26693,35-181,2020-06-08,10,10,8,12,10,50.0,1082.0,4.0,15,8,7
26723,35-181,2020-06-08,16,12,6,16,10,60.0,1082.0,4.0,15,8,7
26753,35-181,2020-06-08,14,10,10,16,10,60.0,1082.0,4.0,15,8,7
26783,35-181,2020-06-08,2,12,2,16,10,42.0,1082.0,4.0,15,8,7
26813,35-181,2020-06-08,16,4,10,12,10,52.0,1082.0,4.0,15,8,7
26843,35-181,2020-06-08,2,10,10,18,2,42.0,1082.0,4.0,15,8,7
26873,35-181,2020-06-08,10,8,10,26,2,56.0,1082.0,4.0,15,8,7
26903,35-181,2020-06-08,14,12,10,24,2,62.0,1082.0,4.0,15,8,7
26933,35-181,2020-06-08,18,12,18,16,6,70.0,1082.0,4.0,15,8,7
26963,35-181,2020-06-08,6,20,20,2,10,58.0,1082.0,4.0,15,8,7
26993,35-181,2020-06-08,22,14,16,12,2,66.0,1082.0,4.0,15,8,7
27023,35-181,2020-06-08,14,20,16,16,2,68.0,1082.0,4.0,15,8,7
27053,35-181,2020-06-08,12,20,20,24,10,86.0,1082.0,4.0,15,8,7
27083,35-181,2020-06-08,12,18,20,24,4,78.0,1082.0,4.0,15,8,7
27113,35-181,2020-06-08,2,20,0,0,0,22.0,1082.0,4.0,15,8,7
27143,35-181,2020-06-08,0,0,20,24,10,54.0,1082.0,4.0,15,8,7
30038,35-181,2020-10-26,2,2,2,2,6,14.0,1014.0,4.0,18,12,9
30067,35-181,2020-10-26,2,2,2,2,2,10.0,1014.0,4.0,18,12,9
30096,35-181,2020-10-26,2,2,2,2,2,10.0,1014.0,4.0,18,12,9
30125,35-181,2020-10-26,4,2,2,4,4,16.0,1014.0,4.0,18,12,9
30154,35-181,2020-10-26,6,4,2,4,4,20.0,1014.0,4.0,18,12,9
30183,35-181,2020-10-26,8,6,2,8,6,30.0,1014.0,4.0,18,12,9
30212,35-181,2020-10-26,10,10,4,10,6,40.0,1014.0,4.0,18,12,9
30241,35-181,2020-10-26,10,10,8,12,10,50.0,1014.0,4.0,18,12,9
30270,35-181,2020-10-26,2,2,2,16,10,32.0,1014.0,4.0,18,12,9
30299,35-181,2020-10-26,2,10,6,16,2,36.0,1014.0,4.0,18,12,9
30328,35-181,2020-10-26,10,14,8,8,2,42.0,1014.0,4.0,18,12,9
30357,35-181,2020-10-26,2,16,10,2,2,32.0,1014.0,4.0,18,12,9
30386,35-181,2020-10-26,16,4,10,12,2,44.0,1014.0,4.0,18,12,9
30415,35-181,2020-10-26,8,12,10,20,6,56.0,1014.0,4.0,18,12,9
30444,35-181,2020-10-26,8,2,10,20,2,42.0,1014.0,4.0,18,12,9
30473,35-181,2020-10-26,2,2,16,24,2,46.0,1014.0,4.0,18,12,9
30502,35-181,2020-10-26,16,2,18,10,2,48.0,1014.0,4.0,18,12,9
30531,35-181,2020-10-26,14,2,14,24,2,56.0,1014.0,4.0,18,12,9
30560,35-181,2020-10-26,6,2,16,22,2,48.0,1014.0,4.0,18,12,9
30589,35-181,2020-10-26,10,8,8,24,2,52.0,1014.0,4.0,18,12,9
30618,35-181,2020-10-26,2,10,14,20,2,48.0,1014.0,4.0,18,12,9
30647,35-181,2020-10-26,16,8,4,0,0,28.0,1014.0,4.0,18,12,9
30676,35-181,2020-10-26,0,0,20,24,2,46.0,1014.0,4.0,18,12,9
30705,35-181,2020-10-26,16,20,20,24,10,90.0,1014.0,4.0,18,12,9
30734,35-181,2020-10-26,26,2,16,24,10,78.0,1014.0,4.0,18,12,9
33880,35-181,2021-03-15,0,0,0,0,0,0.0,0.0,4.0,13,11,7
33906,35-181,2021-03-15,0,0,0,0,0,0.0,0.0,4.0,13,11,7
33932,35-181,2021-03-15,0,0,0,0,0,0.0,0.0,4.0,13,11,7
33958,35-181,2021-03-15,0,0,0,0,0,0.0,0.0,4.0,13,11,7
33984,35-181,2021-03-15,0,0,0,0,0,0.0,0.0,4.0,13,11,7
34010,35-181,2021-03-15,0,0,0,0,0,0.0,0.0,4.0,13,11,7
34036,35-181,2021-03-15,0,0,0,0,0,0.0,0.0,4.0,13,11,7
34062,35-181,2021-03-15,0,0,0,0,0,0.0,0.0,4.0,13,11,7
34088,35-181,2021-03-15,0,0,0,0,0,0.0,0.0,4.0,13,11,7
34114,35-181,2021-03-15,0,0,0,0,0,0.0,0.0,4.0,13,11,7
34140,35-181,2021-03-15,0,0,0,0,0,0.0,0.0,4.0,13,11,7
34166,35-181,2021-03-15,0,0,0,0,0,0.0,0.0,4.0,13,11,7
34191,35-181,2021-03-15,0,0,0,0,0,0.0,0.0,4.0,13,11,7
34217,35-181,2021-03-15,0,0,0,0,0,0.0,0.0,4.0,13,11,7
34243,35-181,2021-03-15,0,0,0,0,0,0.0,0.0,4.0,13,11,7
34269,35-181,2021-03-15,0,0,0,0,0,0.0,0.0,4.0,13,11,7
34295,35-181,2021-03-15,0,0,0,0,0,0.0,0.0,4.0,13,11,7
34321,35-181,2021-03-15,0,0,0,0,0,0.0,0.0,4.0,13,11,7
34347,35-181,2021-03-15,0,0,0,0,0,0.0,0.0,4.0,13,11,7
34373,35-181,2021-03-15,0,0,0,0,0,0.0,0.0,4.0,13,11,7
34385,35-181,2021-03-15,0,0,0,0,0,0.0,0.0,4.0,13,11,7
1356,37-63,2017-09-07,2,2,2,2,2,10.0,980.0,5.0,14,14,12
1376,37-63,2017-09-07,2,2,2,2,2,10.0,980.0,5.0,14,14,12
1396,37-63,2017-09-07,2,2,2,2,2,10.0,980.0,5.0,14,14,12
1418,37-63,2017-09-07,4,2,2,8,6,22.0,980.0,5.0,14,14,12
1441,37-63,2017-09-07,10,10,4,10,6,40.0,980.0,5.0,14,14,12
1462,37-63,2017-09-07,10,10,8,12,10,50.0,980.0,5.0,14,14,12
1480,37-63,2017-09-07,16,12,6,16,10,60.0,980.0,5.0,14,14,12
1497,37-63,2017-09-07,18,10,10,16,10,64.0,980.0,5.0,14,14,12
1515,37-63,2017-09-07,20,16,10,16,10,72.0,980.0,5.0,14,14,12
1533,37-63,2017-09-07,20,12,2,20,10,64.0,980.0,5.0,14,14,12
1551,37-63,2017-09-07,20,20,10,20,10,80.0,980.0,5.0,14,14,12
1569,37-63,2017-09-07,16,16,10,26,10,78.0,980.0,5.0,14,14,12
1588,37-63,2017-09-07,14,20,10,24,10,78.0,980.0,5.0,14,14,12
1606,37-63,2017-09-07,12,20,20,24,10,86.0,980.0,5.0,14,14,12
1625,37-63,2017-09-07,16,20,12,24,10,82.0,980.0,5.0,14,14,12
1644,37-63,2017-09-07,12,20,20,24,10,86.0,980.0,5.0,14,14,12
1663,37-63,2017-09-07,14,20,20,24,10,88.0,980.0,5.0,14,14,12
5034,37-63,2018-01-23,2,2,2,2,2,10.0,1056.0,4.0,12,12,10
5061,37-63,2018-01-23,2,2,2,2,2,10.0,1056.0,4.0,12,12,10
5088,37-63,2018-01-23,2,2,2,2,2,10.0,1056.0,4.0,12,12,10
5115,37-63,2018-01-23,4,2,2,4,4,16.0,1056.0,4.0,12,12,10
5142,37-63,2018-01-23,6,4,2,4,4,20.0,1056.0,4.0,12,12,10
5169,37-63,2018-01-23,8,6,2,8,6,30.0,1056.0,4.0,12,12,10
5196,37-63,2018-01-23,10,10,4,10,6,40.0,1056.0,4.0,12,12,10
5223,37-63,2018-01-23,10,10,8,12,10,50.0,1056.0,4.0,12,12,10
5250,37-63,2018-01-23,16,12,2,16,10,56.0,1056.0,4.0,12,12,10
5277,37-63,2018-01-23,20,10,10,16,2,58.0,1056.0,4.0,12,12,10
5304,37-63,2018-01-23,20,16,10,16,10,72.0,1056.0,4.0,12,12,10
5331,37-63,2018-01-23,20,16,2,20,2,60.0,1056.0,4.0,12,12,10
5358,37-63,2018-01-23,8,20,10,4,2,44.0,1056.0,4.0,12,12,10
5385,37-63,2018-01-23,20,20,10,26,10,86.0,1056.0,4.0,12,12,10
5412,37-63,2018-01-23,24,20,10,24,2,80.0,1056.0,4.0,12,12,10
5439,37-63,2018-01-23,26,20,6,4,6,62.0,1056.0,4.0,12,12,10
5466,37-63,2018-01-23,26,20,20,24,10,100.0,1056.0,4.0,12,12,10
5493,37-63,2018-01-23,26,20,20,24,10,100.0,1056.0,4.0,12,12,10
5520,37-63,2018-01-23,26,20,20,24,10,100.0,1056.0,4.0,12,12,10
5547,37-63,2018-01-23,26,20,2,2,2,52.0,1056.0,4.0,12,12,10
18280,37-63,2019-08-05,6,6,6,6,6,30.0,944.0,33.0,9,9,7
18309,37-63,2019-08-05,2,2,2,2,2,10.0,944.0,33.0,9,9,7
18338,37-63,2019-08-05,2,2,2,2,2,10.0,944.0,33.0,9,9,7
18367,37-63,2019-08-05,4,2,2,4,4,16.0,944.0,33.0,9,9,7
18396,37-63,2019-08-05,6,4,2,4,4,20.0,944.0,33.0,9,9,7
18425,37-63,2019-08-05,6,6,2,8,6,28.0,944.0,33.0,9,9,7
18454,37-63,2019-08-05,10,10,4,10,6,40.0,944.0,33.0,9,9,7
18483,37-63,2019-08-05,10,10,8,12,10,50.0,944.0,33.0,9,9,7
18512,37-63,2019-08-05,16,2,6,16,10,50.0,944.0,33.0,9,9,7
18541,37-63,2019-08-05,14,2,10,16,10,52.0,944.0,33.0,9,9,7
18570,37-63,2019-08-05,14,2,10,16,10,52.0,944.0,33.0,9,9,7
18599,37-63,2019-08-05,12,16,10,20,10,68.0,944.0,33.0,9,9,7
18628,37-63,2019-08-05,10,20,10,20,10,70.0,944.0,33.0,9,9,7
18657,37-63,2019-08-05,8,20,10,24,2,64.0,944.0,33.0,9,9,7
18686,37-63,2019-08-05,2,20,10,24,10,66.0,944.0,33.0,9,9,7
18715,37-63,2019-08-05,6,20,14,24,4,68.0,944.0,33.0,9,9,7
18744,37-63,2019-08-05,8,8,6,24,8,54.0,944.0,33.0,9,9,7
18773,37-63,2019-08-05,4,20,8,16,2,50.0,944.0,33.0,9,9,7
18802,37-63,2019-08-05,18,18,2,24,2,64.0,944.0,33.0,9,9,7
18831,37-63,2019-08-05,14,18,6,24,10,72.0,944.0,33.0,9,9,7
18860,37-63,2019-08-05,6,2,2,0,0,10.0,944.0,33.0,9,9,7
18888,37-63,2019-08-05,0,0,0,0,0,0.0,944.0,33.0,9,9,7
22722,37-63,2020-01-21,6,6,6,6,2,26.0,702.0,4.0,16,13,11
22749,37-63,2020-01-21,2,2,2,2,2,10.0,702.0,4.0,16,13,11
22776,37-63,2020-01-21,2,2,2,2,2,10.0,702.0,4.0,16,13,11
22803,37-63,2020-01-21,4,2,2,4,4,16.0,702.0,4.0,16,13,11
22830,37-63,2020-01-21,6,4,2,4,4,20.0,702.0,4.0,16,13,11
22857,37-63,2020-01-21,8,6,2,8,6,30.0,702.0,4.0,16,13,11
22884,37-63,2020-01-21,10,10,4,10,6,40.0,702.0,4.0,16,13,11
22911,37-63,2020-01-21,10,10,8,12,10,50.0,702.0,4.0,16,13,11
22938,37-63,2020-01-21,16,12,2,16,2,48.0,702.0,4.0,16,13,11
22965,37-63,2020-01-21,20,10,6,16,10,62.0,702.0,4.0,16,13,11
22992,37-63,2020-01-21,4,16,2,4,2,28.0,702.0,4.0,16,13,11
23019,37-63,2020-01-21,4,10,2,10,10,36.0,702.0,4.0,16,13,11
23046,37-63,2020-01-21,20,10,4,8,10,52.0,702.0,4.0,16,13,11
23073,37-63,2020-01-21,20,10,4,0,0,34.0,702.0,4.0,16,13,11
23100,37-63,2020-01-21,0,0,0,0,0,0.0,702.0,4.0,16,13,11
23127,37-63,2020-01-21,12,14,12,6,0,44.0,702.0,4.0,16,13,11
23154,37-63,2020-01-21,0,0,2,14,2,18.0,702.0,4.0,16,13,11
23181,37-63,2020-01-21,14,10,2,12,8,46.0,702.0,4.0,16,13,11
23208,37-63,2020-01-21,18,18,20,6,2,64.0,702.0,4.0,16,13,11
23235,37-63,2020-01-21,22,14,4,16,2,58.0,702.0,4.0,16,13,11
23262,37-63,2020-01-21,10,0,0,0,0,10.0,702.0,4.0,16,13,11
26454,37-63,2020-06-08,6,6,6,4,6,28.0,1180.0,5.0,15,12,9
26484,37-63,2020-06-08,2,2,2,2,2,10.0,1180.0,5.0,15,12,9
26514,37-63,2020-06-08,2,2,2,2,2,10.0,1180.0,5.0,15,12,9
26544,37-63,2020-06-08,4,2,2,4,4,16.0,1180.0,5.0,15,12,9
26574,37-63,2020-06-08,6,4,2,4,4,20.0,1180.0,5.0,15,12,9
26604,37-63,2020-06-08,8,6,2,8,6,30.0,1180.0,5.0,15,12,9
26634,37-63,2020-06-08,10,10,4,10,6,40.0,1180.0,5.0,15,12,9
26664,37-63,2020-06-08,10,10,8,12,10,50.0,1180.0,5.0,15,12,9
26694,37-63,2020-06-08,16,12,6,16,10,60.0,1180.0,5.0,15,12,9
26724,37-63,2020-06-08,14,10,10,16,10,60.0,1180.0,5.0,15,12,9
26754,37-63,2020-06-08,12,14,10,14,2,52.0,1180.0,5.0,15,12,9
26784,37-63,2020-06-08,6,14,8,8,10,46.0,1180.0,5.0,15,12,9
26814,37-63,2020-06-08,20,14,10,4,10,58.0,1180.0,5.0,15,12,9
26844,37-63,2020-06-08,14,16,10,14,10,64.0,1180.0,5.0,15,12,9
26874,37-63,2020-06-08,14,16,10,20,10,70.0,1180.0,5.0,15,12,9
